Parcel ID,Address,Ward,Neigh,AssN,Usage,Description,BldgSF,Front,Side1,LotSF,Add#,Street Name
33090003200,2041 Gano Av,3,66,312,Residential,1 Story Brick Residence,1065,25.0,112.51,2812.0,2041,Gano
33100001200,1826 E Prairie Av,3,66,312,Residential,1 Story Brick Residence,990,25.0,112.5,2658.0,1826,Prairie
33520000200,2132 Desoto Av,3,66,312,Residential,2 Story Frame Residence,960,25.0,108.0,2721.0,2132,Desoto
12390001500,2014 Newhouse Av,3,65,313,Residential,2 One Story Brick Residences,1018,50.1,120.2,6638.0,2014,Newhouse
24120001400,4015 N 11th St,3,65,313,Residential,2 Story Brick Residence,1438,25.0,115.0,2884.0,4015,11th
24120001500,4011 N 11th St,3,65,313,Residential,2 Story Brick Residence,1370,30.0,115.0,3450.0,4011,11th
24120001700,4005 N 11th St,3,65,313,Residential,2 Story Brick Residence,1460,25.0,115.0,2875.0,4005,11th
24320000600,4318 Strodtman Pl,3,66,313,Residential,2 Story Brick Residence,1312,25.0,117.5,2883.0,4318,Strodtman
24320000700,4320 Strodtman Pl,3,66,313,Residential,1 Story Brick Residence,640,25.0,117.5,2937.0,4320,Strodtman
24350001000,4234 N Florissant Av,3,65,313,Residential,1.5 Story Brick Residence,841,25.0,105.0,2625.0,4234,Florissant
24360000900,4248 N 21st St,3,65,313,Residential,1 Story Brick Resdience,850,25.0,136.75,3352.17,4248,21st
24430000800,4320 19th St,3,66,313,Residential,1 Story Brick Residence,850,25.0,130.0,3264.0,4320,19th
24430001200,4330 19th St,3,66,313,Residential,1 Story Frame Residence,985,25.0,130.0,3157.0,4330,19th
24430001400,4336 19th St,3,66,313,Residential,1 Story Frame Residence,760,25.0,130.0,3338.620081,4336,19th
24430004900,4329 Blair Av,3,66,313,Residential,2 Story Brick Residence,1376,25.0,131.5,6832.0,4329,Blair
24460000500,1417 Bissell St,3,66,313,Residential,1 Story Brick Residence,900,29.5,100.0,2889.0,1417,Bissell
19460000800,4117 Glasgow Av,3,67,314,Residential,2 Story Brick Residence,1464,25.0,87.42,2186.0,4117,Glasgow
23990000500,4020 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,626,25.0,106.8,2902.657978,4020,Glasgow
23990000600,4022 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,626,25.0,106.2,2656.0,4022,Glasgow
23990002100,4003 25th St,3,65,314,Residential,2 Story Brick Residence,1472,18.5,127.5,2358.0,4003,25th
24020001700,4021 N Florissant Av,3,65,314,Residential,2 Story Brick Residence **,1358,25.0,139.5,3488.0,4021,Florissant
24020002400,4001 N Florissant Av,3,65,314,Residential,2 Story Frame Residence,1296,25.0,139.5,3488.0,4001,Florissant
24280000600,4212 Peck St,3,67,314,Residential,2 Story Frame Residence,1020,25.0,120.0,3100.0,4212,Peck
24290001800,4225 Peck St,3,67,314,Residential,1 Story Brick Residence,1209,40.0,112.5,4500.0,4225,Peck
24290002300,4209 Peck St,3,67,314,Residential,1 Story Brick Residence,908,27.0,112.5,3037.0,4209,Peck
24340201000,4235 N Florissant Av,3,65,314,Residential,1 Story Brick Residence,1035,30.0,141.4,4117.0,4235,Florissant
18900003400,2441 Laflin St,3,59,316,Residential,1 Story Brick Residence,660,25.0,120.0,3000.0,2441,Laflin
10730001500,2521 W Sullivan Av,3,60,317,Residential,1 Story Brick Residence,990,25.0,144.0,3990.0,2521,Sullivan
11400000300,1916 Palm St,3,63,341,Residential,2 Story Brick Residence,1464,25.0,147.04,3637.97,1916,Palm
11580000400,2010 Branch St,3,65,341,Residential,1.5 Story Brick Residence,705,48.07,30.0,1431.2918195,2010,Branch
11600000900,2103 Branch St,3,65,341,Residential,1 Story Brick Residence,760,25.43,135.25,2964.6981775,2103,Branch
11600001200,2111 Branch St,3,65,341,Residential,1 Story Brick Residence,760,51.9,65.14,3318.0,2111,Branch
11680001850,2017 Destrehan St,3,65,341,Residential,1.5 Story Frame Residence,940,39.0,100.0,3900.0,2017,Destrehan
11720500200,1926 Destrehan St,3,65,341,Residential,1 Story Brick Residence,895,35.0,93.0,3255.0,1926,Destrehan
11720501500,1919 Agnes St,3,65,341,Residential,1 Story Brick Residence,704,29.0,93.0,2639.305417,1919,Agnes
11720600600,1916 Agnes St,3,65,341,Residential,1 Story Brick Residence,704,29.0,93.0,2697.0,1916,Agnes
11720601900,1923 Angelrodt St,3,65,341,Residential,1 Story Frame Residence,936,30.0,92.8,2804.837028,1923,Angelrodt
11730600200,1922 Garden St,3,65,341,Residential,1 Story Brick Residence **,773,30.0,84.5,2489.0,1922,Garden
11810601400,1507 Angelrodt St,3,65,341,Residential,2 Story Frame Residence **,887,25.83,93.83,2424.0,1507,Angelrodt
37720004000,4619 Newberry Ter,4,54,234,Residential,2.5 Story Brick Residence,1470,25.0,145.0,3616.0,4619,Newberry
37740302900,4524 Evans Av,4,54,234,Residential,2 Story Brick Residence,1276,25.0,153.0,3825.0,4524,Evans
37760002600,4549 Evans Av,4,54,234,Residential,1 Story Brick Residence,788,25.0,140.0,3500.061288,4549,Evans
37100202600,3009 N Taylor Av,4,56,307,Residential,1 Story Brick Residence,1116,26.5,145.0,4770.0,3009,Taylor
37100203900,4557 Labadie Av,4,56,307,Residential,2 Story Brick Residence,1430,25.0,160.0,4707.0,4557,Labadie
37100204900,4627 Labadie Av,4,56,307,Residential,1 Story Brick Residence,1032,24.0,160.0,4112.0,4627,Labadie
37110102300,4659 St Louis Av,4,56,307,Residential,1 Story Brick Residence,902,25.0,150.0,4372.0,4659,St Louis
44490100100,4620 Lexington Av,4,56,307,Residential,1 Story Brick Residence,748,27.37,182.06,5426.0,4620,Lexington
44490102100,3512 Cora Av,4,56,307,Residential,1 Story Brick Residence,1035,29.5,97.92,2864.0,3512,Cora
44620503800,4515 Elmbank Av,4,56,307,Residential,1 Story Brick Residence,864,21.21,128.5,3251.0,4515,Elmbank
44800005300,4729 Labadie Av,4,55,307,Residential,2 Story Brick Residence,1494,25.0,150.0,3125.0,4729,Labadie
37120001600,4637 Maffitt Av,4,56,308,Residential,1 Story Brick Residence,966,25.0,145.0,3625.0,4637,Maffitt
37120001700,4639 Maffitt Av,4,56,308,Residential,2 Story Brick Residence,1024,25.0,145.0,3625.0,4639,Maffitt
37120002100,4649 Maffitt Av,4,56,308,Residential,1 Story Brick Residence,794,26.0,145.0,3920.0,4649,Maffitt
37130002400,4633 Kennerly Av,4,56,308,Residential,2 Story Brick Residence,1496,25.0,145.0,3625.0,4633,Kennerly
37800002100,4752 Leduc St,4,55,308,Residential,2 Story Brick Residence,1014,25.0,242.0,5931.0,4752,Leduc
37800002600,4738 Leduc St,4,55,308,Residential,1 Story Brick Residence,1166,33.83,236.58,8018.0,4738,Leduc
37810004800,4751 Leduc St,4,55,308,Residential,1 Story Brick Residence,1181,35.0,237.0,9141.0,4751,Leduc
44710000300,4654 Cottage Av,4,56,308,Residential,1 Story Brick Residence,1058,27.1,130.03,3412.0,4654,Cottage
44720001300,4634 St Ferdinand Av,4,56,308,Residential,1 Story Brick Residence,940,29.0,130.5,4251.0,4634,St Ferdinand
44780000800,4816 Maffitt Av,4,55,308,Residential,1 Story Brick Residence,990,25.0,133.0,3325.0,4816,Maffitt
44780005400,4747 Northland Av,4,55,308,Residential,2 Story Brick Residence,1496,24.0,133.0,3192.0,4747,Northland
44780005800,4757 Northland Av,4,55,308,Residential,1 Story Brick Residence,990,25.0,133.42,3106.0,4757,Northland
44780006500,4803 Northland Av,4,55,308,Residential,2 Story Brick Residence,1496,25.0,133.0,3503.0,4803,Northland
44780007000,4813 Northland Av,4,55,308,Residential,2 Story Brick Residence,1496,25.0,133.0,2823.0,4813,Northland
18700000400,3730 Garfield Av,4,59,309,Residential,1 Story Brick Residence,1211,30.5,120.0,3660.0,3730,Garfield
18790000900,3630 Garfield Av,4,59,309,Residential,1 Story Brick Residence,1100,25.0,120.0,3000.0,3630,Garfield
36380000200,3958 Cote Brilliante Av,4,56,309,Residential,1 Story Brick Residence,1034,50.0,128.8,6259.0,3958,Cote Brilliante
36400000200,3966 North Market St,4,56,309,Residential,1 Story Brick Residence,640,25.0,123.0,2439.0,3966,North Market
36400000400,3960 North Market St,4,56,309,Residential,1 Story Brick Residence,640,25.0,123.66,3130.0,3960,North Market
36440200500,3918 Kennerly Av,4,56,309,Residential,2 Story Brick Residence,1440,25.0,100.0,2500.0,3918,Kennerly
36610000900,1722 Whittier St,4,57,309,Residential,2.5 Story Brick Residence,1496,25.0,134.66,4008.0,1722,Whittier
36790000600,4224 Garfield Av,4,57,309,Residential,1 Story Brick Residence,612,25.0,132.0,3434.0,4224,Garfield
36800001700,4207 Aldine Av,4,57,309,Residential,1 Story Brick Residence,938,28.0,132.0,4362.0,4207,Aldine
36800001800,4211 Aldine Av,4,57,309,Residential,1 Story Brick Residence,969,25.0,132.0,3076.0,4211,Aldine
36820002000,4218 W Aldine Av,4,57,309,Residential,1 Story Brick Residence,1078,25.0,126.09,3844.086656,4218,Aldine
36830001400,4230 W Cote Brilliante Av,4,57,309,Residential,1 Story Brick Residence **,1152,29.0,132.0,4355.0,4230,Cote Brilliante
36830004900,4279 W Aldine Av,4,57,309,Residential,1 Story Brick Residence,836,25.0,132.0,3358.0,4279,Aldine
36840003600,4249 W Cote Brilliante Av,4,57,309,Residential,1 Story Brick Residence,1059,28.0,137.66,3945.0,4249,Cote Brilliante
36850001400,4244 W North Market St,4,57,309,Residential,1 Story Brick Residence **,587,25.0,130.6,3209.0,4244,North Market
36850003800,4227 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,782,25.0,130.5,3263.0,4227,Garfield
36850003900,4229 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,740,25.0,130.5,3315.485168,4229,Garfield
36850004400,4243 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,538,25.0,130.5,3268.0,4243,Garfield
36850005900,4279 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,915,27.6,130.6,3551.0,4279,Garfield
36920003300,4345 Kennerly Av,4,57,309,Residential,1 Story Frame Residence **,783,25.0,145.0,3625.0,4345,Kennerly
36920004700,2710 N Newstead Av,4,57,309,Residential,2 Story Frame Residence,790,20.0,99.5,1990.0,2710,Newstead
36950002100,4317 North Market St,4,57,309,Residential,2 Story Frame Residence,1212,25.0,130.5,3731.0,4317,North Market
36950003500,4361 North Market St,4,57,309,Residential,1 Story Brick Residence,880,25.0,130.6,3178.0,4361,North Market
36980004500,4357 Aldine Av,4,57,309,Residential,1 Story Brick Residence,1012,26.0,132.0,3112.0,4357,Aldine
37030003300,4435 Garfield Av,4,57,309,Residential,1 Story Brick Residence,902,25.0,130.06,3225.468788,4435,Garfield
37040001800,4406 St Ferdinand Av,4,57,309,Residential,1 Story Frame Residence **,800,20.0,130.5,2703.0,4406,St Ferdinand
37170000900,4570 Cottage Av,4,56,309,Residential,1 Story Brick Residence,922,25.0,130.7,3269.0,4570,Cottage
37170002500,4530 Cottage Av,4,56,309,Residential,1 Story Brick Residence,990,25.0,130.83,3272.0,4530,Cottage
37170002600,4528 Cottage Av,4,56,309,Residential,1 Story Brick Residence,990,25.0,130.81,3272.0,4528,Cottage
37170005700,4575 St Ferdinand Av,4,56,309,Residential,1 Story Frame Residence,720,25.0,130.83,3270.0,4575,St Ferdinand
37180000700,4592 St Ferdinand Av,4,56,309,Residential,2 Story Brick Residence,1408,32.5,130.5,4233.0,4592,St Ferdinand
37200003800,4525 Cote Brilliante Av,4,56,309,Residential,2 Story Brick Residence,1350,25.0,130.5,3213.0,4525,Cote Brilliante
37200004200,4537 Cote Brilliante Av,4,56,309,Residential,2 Story Brick Residence,1380,35.0,130.6,3921.0,4537,Cote Brilliante
36230001700,3120 Whittier St,4,56,310,Residential,1 Story Brick Residence,888,27.92,125.16,3377.0,3120,Whittier
36240004200,3111 N Sarah St,4,56,310,Residential,1 Story Brick Residence,987,33.33,115.5,3846.0,3111,Sarah
36470002900,3933 Labadie Av,4,56,310,Residential,2 Story Brick Residence,1080,25.0,163.0,4712.0,3933,Labadie
36480002800,4045 Labadie Av,4,56,310,Residential,2 Story Brick Residence,1408,25.0,165.7,4960.0,4045,Labadie
36490001600,4012 Labadie Av,4,56,310,Residential,2 Story Brick Residence,1364,25.0,142.6,2953.0,4012,Labadie
44400703600,4145 Ashland Av,4,56,310,Residential,1 Story Brick Residence,945,25.0,169.0,4225.0,4145,Ashland
44400902400,3523 Harris Av,4,56,310,Residential,1 Story Brick Residence,616,30.4,70.6,1821.0,3523,Harris
44410702500,4127 Lexington Av,4,56,310,Residential,1 Story Frame Residence,769,25.0,179.0,4430.0,4127,Lexington
44410702700,4131 Lexington Av,4,56,310,Residential,1 Story Brick Residence,756,25.0,179.0,4475.0,4131,Lexington
44410702800,4133 Lexington Av,4,56,310,Residential,1 Story Brick Residence,756,25.0,179.0,4259.0,4133,Lexington
44410800950,4103 W Lexington Av,4,56,310,Residential,1 Story Frame Residence,960,19.25,178.18,3515.0,4103,Lexington
44410901200,4207 Lexington Av,4,56,310,Residential,1 Story Brick Residence,795,25.0,179.1,4545.0,4207,Lexington
44410902600,4251 Lexington Av,4,56,310,Residential,1 Story Brick Residence,773,30.0,180.0,5400.0,4251,Lexington
44410902700,4253 Lexington Av,4,56,310,Residential,1.5 Story Brick Residence,1380,25.0,180.0,4500.0,4253,Lexington
44670300600,3034 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,967,25.0,110.0,2368.0,3034,Rolla
44670301100,3048 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,638,25.0,110.0,2750.0,3048,Rolla
44670305000,3043 Whittier St,4,56,310,Residential,1 Story Brick Residence,638,25.0,118.7,2967.0,3043,Whittier
44670400800,3038 New Ashland Pl,4,56,310,Residential,1 Story Frame Residence,742,25.0,126.92,3564.0,3038,New Ashland
44670401300,3100 New Ashland Pl,4,56,310,Residential,1 Story Frame Residence,742,35.0,126.92,4413.0,3100,New Ashland
44670401800,3128 New Ashland Pl,4,56,310,Residential,2.5 Story Brick Residence,1440,50.0,126.11,5768.0,3128,New Ashland
44670404300,3107 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,886,25.0,110.0,2750.0,3107,Rolla
44670404500,3051 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,798,25.0,110.0,2750.0,3051,Rolla
44670405000,3039 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,1012,50.0,110.0,5415.0,3039,Rolla
44670405500,3025 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,863,50.0,110.0,5177.0,3025,Rolla
44670405600,3019 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,725,30.0,110.0,3524.0,3019,Rolla
36190003500,4344 Ashland Av,4,56,320,Residential,1 Story Brick Residence,748,29.0,125.0,3625.0,4344,Ashland
36190004800,3105 Vine Grove Av,4,56,320,Residential,1 Story Brick Residence,750,25.0,119.11,4921.0,3105,Vine Grove
36200000100,3000 Vine Grove Av,4,56,320,Residential,2 Story Brick Residence,1350,27.66,95.42,2486.0,3000,Vine Grove
36200001000,3030 Vine Grove Av,4,56,320,Residential,2.5 Story Brick Residence,1350,25.0,190.0,5280.0,3030,Vine Grove
36200001300,3038 Vine Grove Av,4,56,320,Residential,1 Story Brick Residence,680,25.0,200.0,3835.0,3038,Vine Grove
36200002600,4326 Ashland Av,4,56,320,Residential,1 Story Brick Residence,860,24.0,100.0,2400.0,4326,Ashland
36200004100,3049 Clarence Av,4,56,320,Residential,1 Story Brick Residence,586,52.5,89.63,4210.0,3049,Clarence
36200004300,3037 Clarence Av,4,56,320,Residential,2 Story Brick and Frame Residence,1440,70.0,89.65,6274.0,3037,Clarence
44650003000,3117 Marnice Pl,4,56,320,Residential,1 Story Brick Residence,760,30.0,89.65,2474.0,3117,Marnice
44650003700,3045 Marnice Pl,4,56,320,Residential,1 Story Brick Residence,768,30.0,89.8,2218.0,3045,Marnice
37900002600,5030 Ridge Av,18,51,238,Residential,2 Story Brick Residence,1408,25.0,115.5,2804.0,5030,Ridge
37900002800,5026 Ridge Av,18,51,238,Residential,2 Story Brick Residence,1320,35.0,113.3,4027.0,5026,Ridge
37900005000,5065 Minerva Av,18,51,238,Residential,2.5 Story Brick Residence,1408,25.0,132.0,3300.0,5065,Minerva
16360000200,3644 Oregon Av,20,19,141,Residential,1 Story Frame Residence,796,25.0,134.75,3369.0,3644,Oregon
16560003500,3843 Missouri Av,20,18,145,Residential,1.5 Story Frame Residence,680,30.0,115.0,3450.0,3843,Missouri
44060300600,4028 Cora Av,21,69,302,Residential,1 Story Brick Residence,1087,40.0,136.83,5476.0,4028,Cora
56690001300,4042 Dryden Av,21,69,302,Residential,2 Story Brick Residence,1220,25.0,102.62,4185.0,4042,Dryden
56690002800,4011 N Taylor Av,21,69,302,Residential,1 Story Brick Residence,1025,28.33,102.0,2889.0,4011,Taylor
35580000100,4508 N Newstead Av,21,69,303,Residential,2 Story Brick Residence,1368,101.5,118.3,12600.0,4508,Newstead
35660002200,4117 W Penrose St,21,68,305,Residential,1 Story Brick Residence,756,25.0,140.0,3863.0,4117,Penrose
35660002500,4123 W Penrose St,21,68,305,Residential,1 Story Brick Residence,656,25.0,140.0,3828.0,4123,Penrose
35730302800,4214 Penrose St,21,68,305,Residential,1 Story Brick Residence,796,25.0,101.0,2525.0,4214,Penrose
35730302900,4212 Penrose St,21,68,305,Residential,1 Story Brick Residence,968,25.0,101.08,2527.0,4212,Penrose
35730303700,4146 W Penrose St,21,68,305,Residential,2 Story Frame Residence,1116,25.0,101.0,2525.0,4146,Penrose
35730304000,4138 W Penrose St,21,68,305,Residential,1.5 Story Frame Residence,869,30.0,101.0,3030.0,4138,Penrose
35730304400,4126 W Penrose St,21,68,305,Residential,1 Story Brick Residence,680,30.0,101.0,3030.0,4126,Penrose
35730304600,4120 W Penrose St,21,68,305,Residential,2 Story Brick Residence,636,25.0,101.08,2525.0,4120,Penrose
35730306200,4133 W Lee Av,21,68,305,Residential,1.5 Story Frame Residence,918,30.0,101.0,3033.0,4133,Lee
35730400700,4370 Penrose St,21,68,305,Residential,1.5 Story Brick Residence,660,25.0,101.08,2525.0,4370,Penrose
35730402200,4320 Penrose St,21,68,305,Residential,1 Story Brick Residence,1116,30.0,101.1,3048.0,4320,Penrose
35760000400,4052 Penrose St,21,68,305,Residential,2 Story Frame Residence,1040,25.0,108.6,2432.0,4052,Penrose
35760001200,4026 Penrose St,21,68,305,Residential,2 Story Frame Residence,1077,25.0,108.7,2791.0,4026,Penrose
35760002500,4021 Lee Av,21,68,305,Residential,1 Story Brick Residence,1104,33.33,108.58,3430.0,4021,Lee
35960000500,4126 Hull Pl,21,68,305,Residential,1 Story Frame Residence,595,25.0,131.83,3378.0,4126,Hull
35960001900,4117 Warne Av,21,68,305,Residential,2 Story Frame Residence,1428,40.0,131.1,5133.0,4117,Warne
35970001800,4117 Hull Pl,21,68,305,Residential,2 Story Frame Residence,833,25.0,131.83,3025.0,4117,Hull
