ParcelID,Address,Ward,Neigh,AssN,Usage,Description,BldgSF,Front,Side 1,LotSF,Add#,Street
44710002500,4653 St Ferdinand Av,4,56,308,Residential,2 Story Brick Attached Row House,1500,18.08,130.7,1572.0,4653,St Ferdinand
44720001300,4634 St Ferdinand Av,4,56,308,Residential,1 Story Brick Residence,940,29.0,130.5,4251.0,4634,St Ferdinand
44720001400,4630 St Ferdinand Av,4,56,308,Residential,1 Story Brick Residence,940,29.0,130.5,4134.0,4630,St Ferdinand
44740000200,4644 Leduc St,4,56,308,Residential,2 Story Brick Residence,1754,75.0,138.0,9085.0,4644,Leduc
44780000800,4816 Maffitt Av,4,55,308,Residential,1 Story Brick Residence,990,25.0,133.0,3325.0,4816,Maffitt
44780005400,4747 Northland Av,4,55,308,Residential,2 Story Brick Residence,1496,24.0,133.0,3192.0,4747,Northland
44780005500,4749 Northland Av,4,55,308,Residential,2 Story Brick Residence,1496,24.0,133.0,3019.0,4749,Northland
44780005800,4757 Northland Av,4,55,308,Residential,1 Story Brick Residence,990,25.0,133.42,3106.0,4757,Northland
44780006000,4761 Northland Av,4,55,308,Residential,1 Story Brick Residence **,990,25.0,133.0,3156.0,4761,Northland
44780006100,4763 Northland Av,4,55,308,Residential,1 Story Brick Residence,1078,25.0,133.0,3466.0,4763,Northland
44780007000,4813 Northland Av,4,55,308,Residential,2 Story Brick Residence,1496,25.0,133.0,2823.0,4813,Northland
44850000200,4860 Maffitt Av,4,55,308,Residential,2 Story Brick Residence,1600,32.0,125.5,4016.0,4860,Maffitt
44870500500,4846 Wabada Av,4,55,308,Residential,1 Story Brick Residence,1248,40.0,110.54,3737.0,4846,Wabada
50140004100,4723 Maffitt Av,4,55,308,Residential,2 Story Brick Residence,1684,30.0,136.7,4102.0,4723,Maffitt
18790000900,3630 Garfield Av,4,59,309,Residential,1 Story Brick Residence,1100,25.0,120.0,3000.0,3630,Garfield
18800002800,3625 Aldine Av,4,59,309,Residential,1 Story Brick Residence,1106,25.0,120.0,3147.0,3625,Aldine
36300002610,3821 Cottage Av,4,59,309,Residential,1 Story Brick Residence,728,75.0,120.0,8781.0,3821,Cottage
36380000200,3958 Cote Brilliante Av,4,56,309,Residential,1 Story Brick Residence,1034,50.0,128.8,6259.0,3958,Cote Brilliante
36390000450,3942 Garfield Av,4,56,309,Residential,1 Story Brick Residence,900,38.0,123.67,4112.0,3942,Garfield
36390002000,3921 Cote Brilliante Av,4,56,309,Residential,2 Story Brick Residence,1254,21.66,123.66,1818.0,3921,Cote Brilliante
36390002100,3925 Cote Brilliante Av,4,56,309,Residential,2 Story Brick Residence,1420,28.33,123.66,4635.0,3925,Cote Brilliante
36440200500,3918 Kennerly Av,4,56,309,Residential,2 Story Brick Residence,1440,25.0,100.0,2500.0,3918,Kennerly
36440201100,3902 Kennerly Av,4,56,309,Residential,2 Story Brick Residence,1440,25.0,110.0,2813.0,3902,Kennerly
36540002600,4009 North Market St,4,56,309,Residential,1 Story Brick Residence,962,29.5,120.0,3527.0,4009,North Market
36560002400,4027 Cote Brilliante Av,4,56,309,Residential,1 Story Brick Residence,968,25.0,116.16,2765.0,4027,Cote Brilliante
36560003000,4051 Cote Brilliante Av,4,56,309,Residential,1 Story Brick Residence,768,36.0,116.24,4079.0,4051,Cote Brilliante
36580001500,4024 Aldine Av,4,56,309,Residential,2 Story Brick Residence,1632,25.0,117.0,2925.0,4024,Aldine
36610003200,1713 Belle Glade Av,4,57,309,Residential,1 Story Brick Residence **,854,25.0,134.66,3753.0,1713,Belle Glade
36640003100,1909 Belle Glade Av,4,57,309,Residential,2 Story Brick Residence **,1448,54.16,119.25,5819.0,1909,Belle Glade
36660001300,2604 Belle Glade Av,4,57,309,Residential,2 Story Brick Residence,1648,25.0,134.0,3367.08,2604,Belle Glade
36800001600,4205 Aldine Av,4,57,309,Residential,1 Story Brick Residence,938,28.16,132.0,3760.0,4205,Aldine
36800001700,4207 Aldine Av,4,57,309,Residential,1 Story Brick Residence,938,28.0,132.0,4362.0,4207,Aldine
36800001800,4211 Aldine Av,4,57,309,Residential,1 Story Brick Residence **,969,25.0,132.0,3076.0,4211,Aldine
36810001300,4210 Aldine Av,4,57,309,Residential,1 Story Brick Residence,930,50.0,85.42,4673.0,4210,Aldine
36820002000,4218 W Aldine Av,4,57,309,Residential,1 Story Brick Residence,1078,25.0,126.09,3844.086656,4218,Aldine
36830001400,4230 W Cote Brilliante Av,4,57,309,Residential,1 Story Brick Residence **,1152,29.0,132.0,4355.0,4230,Cote Brilliante
36830004900,4279 W Aldine Av,4,57,309,Residential,1 Story Brick Residence,836,25.0,132.0,3358.0,4279,Aldine
36840003000,4231 W Cote Brilliante Av,4,57,309,Residential,2 Story Brick Residence,1650,30.0,137.66,4678.0,4231,Cote Brilliante
36840003600,4249 W Cote Brilliante Av,4,57,309,Residential,1 Story Brick Residence,1059,28.0,137.66,3945.0,4249,Cote Brilliante
36850001400,4244 W North Market St,4,57,309,Residential,1 Story Brick Residence **,587,25.0,130.6,3209.0,4244,North Market
36850003800,4227 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,782,25.0,130.5,3263.0,4227,Garfield
36850003900,4229 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,740,25.0,130.5,3315.485168,4229,Garfield
36850004400,4243 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,538,25.0,130.5,3268.0,4243,Garfield
36850005900,4279 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,915,27.6,130.6,3551.0,4279,Garfield
36920003300,4345 Kennerly Av,4,57,309,Residential,1 Story Frame Residence **,783,25.0,145.0,3625.0,4345,Kennerly
36920004700,2710 N Newstead Av,4,57,309,Residential,2 Story Frame Residence,790,20.0,99.5,1990.0,2710,Newstead
36950002100,4317 North Market St,4,57,309,Residential,2 Story Frame Residence,1212,25.0,130.5,3731.0,4317,North Market
36950003500,4361 North Market St,4,57,309,Residential,1 Story Brick Residence,880,25.0,130.6,3178.0,4361,North Market
36960002800,4323 Garfield Av,4,57,309,Residential,1 Story Brick Residence,742,25.0,130.5,3162.0,4323,Garfield
36980004500,4357 Aldine Av,4,57,309,Residential,1 Story Brick Residence,1012,26.0,132.0,3112.0,4357,Aldine
36991800310,1519-23 Billups Av,4,57,309,Residential,1 Story Brick Residence,964,50.62,120.0,6143.0,1519,Billups
37020003600,4443 Cote Brilliante Av,4,57,309,Residential,2 Story Brick Residence,1464,23.0,130.5,2973.0,4443,Cote Brilliante
37030003300,4435 Garfield Av,4,57,309,Residential,1 Story Brick Residence,902,25.0,130.06,3225.468788,4435,Garfield
37040001900,4404 St Ferdinand Av,4,57,309,Residential,2 Story Brick Residence,1584,24.0,94.17,2203.0,4404,St Ferdinand
37070002900,4439 Kennerly Av,4,57,309,Residential,1 Story Frame Residence,637,25.0,145.0,3568.0,4439,Kennerly
37170000900,4570 Cottage Av,4,56,309,Residential,1 Story Brick Residence,922,25.0,130.7,3269.0,4570,Cottage
37170002500,4530 Cottage Av,4,56,309,Residential,1 Story Brick Residence **,990,25.0,130.83,3272.0,4530,Cottage
37170002600,4528 Cottage Av,4,56,309,Residential,1 Story Brick Residence,990,25.0,130.81,3272.0,4528,Cottage
37170002700,4526 Cottage Av,4,56,309,Residential,1 Story Brick Residence,990,25.0,130.83,3270.0,4526,Cottage
37170005700,4575 St Ferdinand Av,4,56,309,Residential,1 Story Frame Residence,720,25.0,130.83,3270.0,4575,St Ferdinand
37180000700,4592 St Ferdinand Av,4,56,309,Residential,2 Story Brick Residence,1408,32.5,130.5,4233.0,4592,St Ferdinand
37200003800,4525 Cote Brilliante Av,4,56,309,Residential,2 Story Brick Residence,1350,25.0,130.5,3213.0,4525,Cote Brilliante
37200004200,4537 Cote Brilliante Av,4,56,309,Residential,2 Story Brick Residence,1380,35.0,130.6,3921.0,4537,Cote Brilliante
37230001100,4562 Aldine Av,4,56,309,Residential,2 Story Brick Residence,1500,25.0,125.16,4117.0,4562,Aldine
36230001700,3120 Whittier St,4,56,310,Residential,1 Story Brick Residence,888,27.92,125.16,3377.0,3120,Whittier
36240004200,3111 N Sarah St,4,56,310,Residential,1 Story Brick Residence,987,33.33,115.5,3846.0,3111,Sarah
36470002900,3933 Labadie Av,4,56,310,Residential,2 Story Brick Residence,1080,25.0,163.0,4712.0,3933,Labadie
36480002800,4045 Labadie Av,4,56,310,Residential,2 Story Brick Residence,1408,25.0,165.7,4960.0,4045,Labadie
36490001600,4012 Labadie Av,4,56,310,Residential,2 Story Brick Residence,1364,25.0,142.6,2953.0,4012,Labadie
36500002800,4033 Maffitt Av,4,56,310,Residential,2 Story Brick Residence,1610,25.0,142.5,3790.0,4033,Maffitt
36680003400,4159 Maffitt Av,4,57,310,Residential,2 Story Brick Residence,1772,25.0,90.75,2282.0,4159,Maffitt
36680003500,4161 Maffitt Av,4,57,310,Residential,2 Story Brick Residence,1772,20.0,93.0,1907.0,4161,Maffitt
44400703600,4145 Ashland Av,4,56,310,Residential,1 Story Brick Residence,945,25.0,169.0,4225.0,4145,Ashland
44400902400,3523 Harris Av,4,56,310,Residential,1 Story Brick Residence,616,30.4,70.6,1821.0,3523,Harris
44400902500,3521 Harris Av,4,56,310,Residential,1 Story Brick Residence,616,29.92,70.5,2338.0,3521,Harris
44410700400,4154 Natural Bridge Av,4,56,310,Residential,1 Story Brick Residence **,860,25.0,179.25,4399.0,4154,Natural Bridge
44410700500,4152 Natural Bridge Av,4,56,310,Residential,1 Story Brick Residence,503,25.0,179.25,4526.0,4152,Natural Bridge
44410702500,4127 Lexington Av,4,56,310,Residential,1 Story Frame Residence **,769,25.0,179.0,4430.0,4127,Lexington
44410702700,4131 Lexington Av,4,56,310,Residential,1 Story Brick Residence,756,25.0,179.0,4475.0,4131,Lexington
44410702800,4133 Lexington Av,4,56,310,Residential,1 Story Brick Residence,756,25.0,179.0,4259.0,4133,Lexington
44410703300,4147 Lexington Av,4,56,310,Residential,2 Story Frame Residence,936,25.0,179.25,4127.0,4147,Lexington
44410800950,4103 W Lexington Av,4,56,310,Residential,1 Story Frame Residence,960,19.25,178.18,3515.0,4103,Lexington
44410901200,4207 Lexington Av,4,56,310,Residential,1 Story Brick Residence,795,25.0,179.1,4545.0,4207,Lexington
44410902600,4251 Lexington Av,4,56,310,Residential,1 Story Brick Residence,773,30.0,180.0,5400.0,4251,Lexington
44410902700,4253 Lexington Av,4,56,310,Residential,1.5 Story Brick Residence,1380,25.0,180.0,4500.0,4253,Lexington
44670300600,3034 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,967,25.0,110.0,2368.0,3034,Rolla
44670301100,3048 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,638,25.0,110.0,2750.0,3048,Rolla
44670305000,3043 Whittier St,4,56,310,Residential,1 Story Brick Residence,638,25.0,118.7,2967.0,3043,Whittier
44670305200,3037 Whittier St,4,56,310,Residential,2 Story Brick Residence,1426,49.87,119.0,5507.0,3037,Whittier
44670305500,3029 Whittier St,4,56,310,Residential,2 Story Brick Residence,1534,17.7,119.4,2320.0,3029,Whittier
44670305600,3027 Whittier St,4,56,310,Residential,2 Story Brick Attached Row House,1534,17.58,119.71,2265.0,3027,Whittier
44670305700,3025 Whittier St,4,56,310,Residential,2 Story Brick Attached Row House,1566,19.92,119.53,2044.4471275,3025,Whittier
44670400800,3038 New Ashland Pl,4,56,310,Residential,1 Story Frame Residence,742,25.0,126.92,3564.0,3038,New Ashland
44670401300,3100 New Ashland Pl,4,56,310,Residential,1 Story Frame Residence,742,35.0,126.92,4413.0,3100,New Ashland
44670401800,3128 New Ashland Pl,4,56,310,Residential,2.5 Story Brick Residence,1440,50.0,126.11,5768.0,3128,New Ashland
44670404300,3107 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,886,25.0,110.0,2750.0,3107,Rolla
44670404500,3051 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,798,25.0,110.0,2750.0,3051,Rolla
44670405000,3039 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,1012,50.0,110.0,5415.0,3039,Rolla
44670405500,3025 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,863,50.0,110.0,5177.0,3025,Rolla
44670405600,3019 Rolla Pl,4,56,310,Residential,1 Story Brick Residence,725,30.0,110.0,3524.0,3019,Rolla
51870003300,3947 Greer Av,4,56,310,Residential,2 Story Brick Residence,1644,30.0,135.6,4036.0,3947,Greer
36200000400,3008 Vine Grove Av,4,56,320,Residential,2 Story Brick Residence,1350,26.66,96.25,2385.0,3008,Vine Grove
36200001200,3036 Vine Grove Av,4,56,320,Residential,1 Story Brick Residence,850,25.0,200.0,4998.0,3036,Vine Grove
36200001300,3038 Vine Grove Av,4,56,320,Residential,1 Story Brick Residence,680,25.0,200.0,3835.0,3038,Vine Grove
36200002600,4326 Ashland Av,4,56,320,Residential,1 Story Brick Residence **,860,24.0,100.0,2400.0,4326,Ashland
11190001100,2709 Blair Av,5,63,319,Residential,2 Story Brick Residence,1452,16.25,140.0,2802.0,2709,Blair
28290000500,5204 Pennsylvania Av,11,17,101,Residential,2 Story Frame Residence,1130,25.0,110.46,2757.0,5204,Pennsylvania
37410001700,4008 Page Blvd,18,58,231,Residential,1.5 Story Frame Residence,1563,25.0,162.6,4063.0,4008,Page
45650002500,3956 C D Banks Av,18,58,231,Residential,1 Story Brick Residence,911,30.0,125.0,3989.0,3956,C D Banks
37690003400,1215 N Euclid Av,18,53,233,Residential,2 Story Frame Residence,1350,30.0,170.0,5880.0,1215,Euclid
37610601800,4708 Kensington Av,18,54,234,Residential,2 Story Brick Attached Row House,1772,16.66,152.0,2538.0,4708,Kensington
37610604500,4559 Enright Av,18,54,234,Residential,2 Story Brick Residence,1788,25.0,150.0,3871.0,4559,Enright
45700000200,4482 West Belle Pl,18,54,234,Residential,2 Story Brick Residence,1496,25.0,123.0,3229.0,4482,West Belle
37890001800,5034 Wells Av,18,51,238,Residential,1 Story Brick Residence,1056,25.0,121.75,2968.0,5034,Wells
37890002300,5022 Wells Av,18,51,238,Residential,2 Story Brick Residence,1056,25.0,113.0,2683.0,5022,Wells
37900000300,5094 Ridge Av,18,51,238,Residential,2.5 Story Brick Residence **,1586,25.0,147.6,3574.0,5094,Ridge
37900000400,5092 Ridge Av,18,51,238,Residential,2 Story Brick Residence **,1586,25.0,142.0,3758.0,5092,Ridge
37900001000,5078 Ridge Av,18,51,238,Residential,2 Story Brick Residence,1498,25.0,139.5,3745.0,5078,Ridge
37900002600,5030 Ridge Av,18,51,238,Residential,2 Story Brick Residence,1408,25.0,115.5,2916.0,5030,Ridge
37900002800,5026 Ridge Av,18,51,238,Residential,2 Story Brick Residence,1320,35.0,113.3,4027.0,5026,Ridge
37900002900,5022 Ridge Av,18,51,238,Residential,2 Story Brick Residence,1408,25.0,112.0,2846.0,5022,Ridge
37900003800,5033 Minerva Av,18,51,238,Residential,2 Story Brick Residence,1540,30.0,117.16,3010.0,5033,Minerva
37900004000,5039 Minerva Av,18,51,238,Residential,2 Story Brick Residence,1540,30.0,118.33,3697.0,5039,Minerva
37900004100,5041 Minerva Av,18,51,238,Residential,2.5 Story Brick Residence **,1540,30.0,120.6,3477.0,5041,Minerva
37900005000,5065 Minerva Av,18,51,238,Residential,2.5 Story Brick Residence,1408,25.0,132.0,3300.0,5065,Minerva
37910001900,5052 Minerva Av,18,51,238,Residential,2.5 Story Brick Residence,1778,30.0,130.0,3970.0,5052,Minerva
37910002600,5032 Minerva Av,18,51,238,Residential,2 Story Brick Residence,1778,31.0,123.83,3916.0,5032,Minerva
37910005600,5071 Page Blvd,18,51,238,Residential,2 Story Brick Residence,1746,25.0,137.5,3637.0,5071,Page
48380001300,5038 Kensington Av,18,51,238,Residential,2 Story Brick Residence,1560,28.5,170.0,4845.0,5038,Kensington
51530002700,5019 Maple Av,18,51,238,Residential,2 Story Brick Residence,1700,30.0,137.19,4133.0,5019,Maple
51530002900,5025 Maple Av,18,51,238,Residential,2 Story Brick Residence,1700,30.0,137.5,4132.0,5025,Maple
37790002000,4726 Cote Brilliante Av,18,55,308,Residential,2 Story Frame Residence,1796,35.0,205.0,6604.0,4726,Cote Brilliante
37790002200,4718 Cote Brilliante Av,18,55,308,Residential,1 Story Brick Residence,1574,35.0,205.0,9184.0,4718,Cote Brilliante
16360000200,3644 Oregon Av,20,19,141,Residential,1 Story Frame Residence,796,25.0,134.75,3369.0,3644,Oregon
26010002900,4021 Oregon Av,20,16,141,Residential,1 Story Brick Residence,450,40.0,124.75,4990.0,4021,Oregon
25620001200,2210 Keokuk St,20,18,145,Residential,2 Story Brick Residence **,1636,37.5,127.5,4781.0,2210,Keokuk
44040102800,4745 Lee Av,21,69,302,Residential,1 Story Brick Residence,1135,40.0,120.0,4471.0,4745,Lee
44060102100,4637 Margaretta Av,21,69,302,Residential,2 Story Brick Residence,1750,35.0,127.5,4517.0,4637,Margaretta
44060300600,4028 Cora Av,21,69,302,Residential,1 Story Brick Residence,1087,40.0,136.83,5476.0,4028,Cora
44070002300,3734 Shreve Av,21,69,302,Residential,2 Story Brick Residence,1774,40.0,120.0,4760.0,3734,Shreve
44080100100,4646 Sacramento Av,21,69,302,Residential,2 Story Frame Residence,1297,25.56,120.0,3360.0,4646,Sacramento
44080101850,4602 Sacramento Av,21,69,302,Residential,2 Story Frame Residence,1520,25.0,120.0,3375.0,4602,Sacramento
44140401100,4640 Penrose St,21,69,302,Residential,1 Story Brick Residence,1106,30.0,142.2,4430.0,4640,Penrose
44140403800,4649 Lee Av,21,69,302,Residential,1 Story Brick Residence,893,30.0,148.0,4334.0,4649,Lee
52280000900,4703 San Francisco Av,21,69,302,Residential,1 Story Brick Residence,862,41.57,126.83,4806.0,4703,San Francisco
56690001300,4042 Dryden Av,21,69,302,Residential,2 Story Brick Residence,1220,25.0,102.62,4185.0,4042,Dryden
35590001200,4565 Pope Av,21,69,304,Residential,2 Story Brick Residence **,1744,35.0,155.0,5069.0,4565,Pope
35600002200,4576 Pope Av,21,68,304,Residential,1 Story Frame Residence,1062,25.0,147.5,3616.0,4576,Pope
35710002300,4373 Penrose St,21,68,304,Residential,1 Story Brick Residence **,799,25.0,100.0,2500.0,4373,Penrose
35460000600,4514 Alice Av,21,68,305,Residential,1 Story Brick Residence,1138,29.0,125.0,3625.0,4514,Alice
35460003600,4531 Mary Av,21,68,305,Residential,1 Story Brick Residence,966,50.0,125.0,6153.0,4531,Mary
35660000800,4118 W Green Lea Pl,21,68,305,Residential,1 Story Brick Residence,904,25.0,140.0,3738.0,4118,Green Lea
35660002400,4121 W Penrose St,21,68,305,Residential,1 Story Brick Residence,656,25.0,135.0,3951.0,4121,Penrose
35660002500,4123 W Penrose St,21,68,305,Residential,1 Story Brick Residence,656,25.0,140.0,3828.0,4123,Penrose
35670002700,4204 Carter Av,21,68,305,Residential,1 Story Brick Residence **,1150,30.25,104.5,3312.0,4204,Carter
35730303700,4146 W Penrose St,21,68,305,Residential,2 Story Frame Residence,1116,25.0,101.0,2525.0,4146,Penrose
35730306200,4133 W Lee Av,21,68,305,Residential,1.5 Story Frame Residence,918,30.0,101.0,3033.0,4133,Lee
35730308300,4245 Lee Av,21,68,305,Residential,2 Story Brick Residence,1660,25.0,101.12,2527.0,4245,Lee
35730400500,4376 Penrose St,21,68,305,Residential,1 Story Brick Residence,968,25.0,101.08,2738.0,4376,Penrose
35730400700,4370 Penrose St,21,68,305,Residential,1.5 Story Brick Residence,660,25.0,101.08,2525.0,4370,Penrose
35730400800,4368 Penrose St,21,68,305,Residential,1 Story Brick Residence,1069,25.0,101.08,2365.0,4368,Penrose
35730401000,4360 Penrose St,21,68,305,Residential,1 Story Brick Residence,911,25.0,101.16,2808.0,4360,Penrose
35730401600,4338 Penrose St,21,68,305,Residential,1 Story Brick Residence,800,40.0,101.08,4386.0,4338,Penrose
35730402200,4320 Penrose St,21,68,305,Residential,1 Story Brick Residence,1116,30.0,101.1,3048.0,4320,Penrose
35730404100,4345 Lee Av,21,68,305,Residential,2 Story Brick Residence,1062,33.0,101.08,3250.0,4345,Lee
35750001000,4130 Penrose St,21,68,305,Residential,1 Story Brick Residence **,979,25.0,108.58,2845.0,4130,Penrose
35760000400,4052 Penrose St,21,68,305,Residential,2 Story Frame Residence,1040,25.0,108.6,2432.0,4052,Penrose
35760001200,4026 Penrose St,21,68,305,Residential,2 Story Frame Residence,1077,25.0,108.7,2791.0,4026,Penrose
35760002500,4021 Lee Av,21,68,305,Residential,1 Story Brick Residence,1104,33.33,108.58,3430.0,4021,Lee
35760003000,4035 Lee Av,21,68,305,Residential,1 Story Frame Residence,720,50.0,108.58,5660.0,4035,Lee
35960000500,4126 Hull Pl,21,68,305,Residential,1 Story Frame Residence,595,25.0,131.83,3378.0,4126,Hull
35960001900,4117 Warne Av,21,68,305,Residential,2 Story Frame Residence,1428,40.0,131.1,5133.0,4117,Warne
35970001800,4117 Hull Pl,21,68,305,Residential,2 Story Frame Residence **,833,25.0,131.83,3025.0,4117,Hull
44110100700,4452 Kossuth Av,21,69,305,Residential,2 Story Brick and Frame Residence,1125,50.0,106.16,5048.0,4452,Kossuth
44110104600,4032 Camellia Av,21,69,305,Residential,1 Story Brick Residence,1045,50.0,117.0,5850.0,4032,Camellia
44120302200,4424 Lee Av,21,69,305,Residential,2 Story Brick Residence,1344,25.0,173.7,3984.0,4424,Lee
44120305000,4453 Kossuth Av,21,69,305,Residential,1 Story Brick Residence,784,25.0,158.0,3317.0,4453,Kossuth
44120305800,4108 Camellia Av,21,69,305,Residential,2 Story Brick Residence,1710,25.0,130.0,3832.0,4108,Camellia
44130000200,4496 Penrose St,21,69,305,Residential,1.5 Story Brick Residence,1164,28.5,101.08,2705.0,4496,Penrose
44130000300,4494 Penrose St,21,69,305,Residential,1.5 Story Brick Residence,1164,28.5,101.1,2891.5,4494,Penrose
44130002300,4452 Penrose St,21,69,305,Residential,1 Story Brick Residence,1012,25.0,101.08,2594.0,4452,Penrose
44130005100,4437 Lee Av,21,69,305,Residential,1 Story Brick Residence,946,25.7,101.0,2599.0,4437,Lee
44130005400,4443-5 Lee Av,21,69,305,Residential,2 Story Frame Residence,1568,57.16,101.1,5651.0,4443,Lee
44130006300,4463 Lee Av,21,69,305,Residential,1 Story Brick Residence,1001,27.5,101.08,2777.0,4463,Lee
44130006500,4467 Lee Av,21,69,305,Residential,1 Story Brick Residence,1001,27.5,101.12,2724.0,4467,Lee
44160502800,4429 Anderson Av,21,69,305,Residential,1 Story Frame Residence,796,25.0,200.0,4861.0,4429,Anderson
44161600900,4460 Anderson Av,21,69,305,Residential,1 Story Brick Residence **,917,50.0,108.5,5383.0,4460,Anderson
44161601100,4452 Anderson Av,21,69,305,Residential,2 Story Brick Residence,1026,37.6,108.1,4232.0,4452,Anderson
44161603600,4437 Bessie Av,21,69,305,Residential,2 Story Frame Residence,1524,25.0,198.0,2872.0,4437,Bessie
44161701200,4464 Bessie Av,21,69,305,Residential,1 Story Brick Residence,924,25.0,108.6,2489.0,4464,Bessie
44161701900,4446 Bessie Av,21,69,305,Residential,1 Story Brick Residence,726,30.0,107.75,3165.0,4446,Bessie
44161702200,4438 Bessie Av,21,69,305,Residential,1 Story Frame Residence,672,22.5,107.75,2845.0,4438,Bessie
44161703800,4423 Penrose St,21,69,305,Residential,2 Story Frame Residence,1296,25.0,107.75,2693.0,4423,Penrose
44161704100,4431 Penrose St,21,69,305,Residential,1 Story Brick Residence,990,25.0,107.9,2667.0,4431,Penrose
44161704200,4433 Penrose St,21,69,305,Residential,1.5 Story Brick Residence,1168,25.0,108.0,2419.0,4433,Penrose
44161705400,4465 Penrose St,21,69,305,Residential,1 Story Brick Residence,1219,40.0,108.6,4254.0,4465,Penrose
44161706400,4491 Penrose St,21,69,305,Residential,2 Story Brick Residence,1428,32.83,108.66,3568.0,4491,Penrose
44170000800,4450 N Taylor Av,21,69,305,Residential,1 Story Frame Residence,1152,50.0,127.6,5611.0,4450,Taylor
44240001150,4113 Clarence Av,21,68,305,Residential,2 Story Frame Residence/Fire Damaged **,1116,25.0,115.0,3358.0,4113,Clarence
44240001700,4317 Kossuth Av,21,68,305,Residential,1 Story Brick Residence,1128,27.58,202.5,5235.0,4317,Kossuth
44260300500,4124 Rush Pl,21,68,305,Residential,1 Story Brick Residence,660,25.0,129.16,3228.0,4124,Rush
44260300800,4262 Lee Av,21,68,305,Residential,2 Story Frame Residence,1110,25.0,125.0,3454.0,4262,Lee
44260300900,4260 Lee Av,21,68,305,Residential,2 Story Frame Residence,1606,25.0,125.0,3125.0,4260,Lee
44260301300,4248 Lee Av,21,68,305,Residential,1 Story Brick Residence,1034,25.0,125.0,3125.0,4248,Lee
44260400700,4124 Turner Av,21,68,305,Residential,1 Story Brick Residence,990,25.0,120.6,3002.0,4124,Turner
44270000600,4122 Red Bud Av,21,68,305,Residential,2 Story Frame Residence,954,25.0,125.0,3255.0,4122,Red Bud
44270000700,4124 Red Bud Av,21,68,305,Residential,2 Story Frame Residence,1113,25.0,125.0,3125.0,4124,Red Bud
44270001300,4220 Lee Av,21,68,305,Residential,2 Story Frame Residence,1500,25.0,125.0,3122.0,4220,Lee
44360000600,4280 Kossuth Av,21,68,305,Residential,2 Story Brick Residence,1496,25.0,108.27,2763.0,4280,Kossuth
44360000700,4278 Kossuth Av,21,68,305,Residential,2 Story Brick Residence,1275,25.0,108.29,2552.0,4278,Kossuth
44360001100,4266 Kossuth Av,21,68,305,Residential,2 Story Brick Residence,1530,25.0,108.0,2530.0,4266,Kossuth
44360003200,4287 Farlin Av,21,68,305,Residential,2 Story Frame Residence **,1260,30.0,107.6,3095.0,4287,Farlin
48950000500,4120 W Carter Av,21,68,305,Residential,2 Story Frame Residence,1030,27.6,144.7,4032.0,4120,Carter
48950003000,4248 Harris Av,21,68,305,Residential,1 Story Brick Residence,1017,32.0,92.4,2808.0,4248,Harris
48960002200,4209 Clay Av,21,68,305,Residential,2 Story Frame Residence **,1053,25.0,110.0,2761.0,4209,Clay
48960002300,4207 Clay Av,21,68,305,Residential,2 Story Frame Residence,953,22.5,110.0,2539.0,4207,Clay
50370000400,4232 W Farlin Av,21,68,305,Residential,2 Story Frame Residence,1542,35.0,107.75,3906.0,4232,Farlin
50370002400,4237 W Margaretta Av,21,68,305,Residential,1 Story Frame Residence,858,36.01,107.75,3879.0,4237,Margaretta
55950000600,4028 N Taylor Av,21,69,305,Residential,1 Story Brick Residence,1125,29.66,104.5,3048.0,4028,Taylor
55950000800,4032 N Taylor Av,21,69,305,Residential,1.5 Story Brick Residence,1125,29.66,104.5,3184.0,4032,Taylor
55950002400,4025 Camellia Av,21,69,305,Residential,2 Story Brick Residence,1530,50.0,100.0,4909.0,4025,Camellia
55950002700,4015 Camellia Av,21,69,305,Residential,1 Story Brick Residence,862,25.0,100.0,2500.0,4015,Camellia
44290000600,4152 Lee Av,21,68,306,Residential,2 Story Frame Residence,846,25.0,120.0,3000.0,4152,Lee
44290002300,4136 Lea Pl,21,68,306,Residential,2 Story Frame Residence,1008,25.0,104.0,2505.0,4136,Lea
44290002400,4138 Lea Pl,21,68,306,Residential,1 Story Brick and Frame Residence,1008,25.0,109.0,2725.0,4138,Lea
44290003300,4127 Clay Av,21,68,306,Residential,1 Story Brick Residence,1011,24.37,227.33,4796.0,4127,Clay
44460400200,4476 Natural Bridge Av,21,56,307,Residential,1 Story Brick Residence,1248,30.0,130.0,3913.0,4476,Natural Bridge
44510000907,3611-3 Marcus Av,21,55,307,Residential,1 Story Stone Residence,1096,55.0,90.0,4625.0,3611,Marcus
33590003800,5106 N 20th St,21,66,312,Residential,2 Story Frame Residence,1332,40.0,125.0,4072.0,5106,20th
33900002300,1913 Linton Av,21,66,312,Residential,2 Story Frame Residence,994,30.0,66.66,1924.0,1913,Linton
